last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Duplantier, Jon,641541,2019,8,3,0.125,0.061,0.064,0.125,0.066,0.059,0.109,0.055,0.054
Sims, Lucas,608371,2019,8,3,0.125,0.043,0.082,0.125,0.049,0.076,0.109,0.041,0.068
Turnbull, Spencer,605513,2019,8,1,0,0,0,0,0,0,0,0,0
Reed, Michael,605439,2019,8,2,0,0.018,-0.018,0,0.021,-0.021,0,0.016,-0.016
Lowrie, Jed,476704,2019,8,3,0,0.086,-0.086,0,0.097,-0.097,0.086,0.16,-0.074
Irvin, Cole,608344,2019,8,4,0.167,0.106,0.061,0.167,0.125,0.042,0.281,0.246,0.035
Kingham, Nick,592468,2019,8,2,0,0.013,-0.013,0,0.014,-0.014,0.173,0.183,-0.01
Avelino, Abiatal,623214,2019,8,4,0.286,0.175,0.111,0.286,0.184,0.102,0.304,0.222,0.082
McRae, Alex,656725,2019,7,4,0.333,0.2,0.133,0.333,0.248,0.085,0.29,0.193,0.097
Cole, Gerrit,543037,2019,7,2,0,0.007,-0.007,0,0.01,-0.01,0,0.011,-0.011
Lockett, Walker,621141,2019,7,2,0.167,0.182,-0.015,0.167,0.279,-0.112,0.223,0.265,-0.042
Nottingham, Jacob,641924,2019,7,4,0.333,0.145,0.188,0.833,0.266,0.567,0.504,0.246,0.258
Robinson, Drew,592685,2019,7,4,0.143,0.121,0.022,0.143,0.138,0.005,0.124,0.11,0.014
Perdomo, Luis,606131,2019,7,5,0.143,0.132,0.011,0.143,0.156,-0.013,0.124,0.125,-0.001
Castillo, Wilkin,446868,2019,7,4,0.143,0.058,0.085,0.286,0.116,0.17,0.174,0.071,0.103
Gonzales, Marco,594835,2019,6,2,0.2,0.185,0.015,0.4,0.227,0.173,0.243,0.177,0.066
Montgomery, Mike,543557,2019,6,3,0.167,0.155,0.012,0.167,0.192,-0.025,0.145,0.148,-0.003
Suzuki, Ichiro,400085,2019,6,4,0,0.016,-0.016,0,0.013,-0.013,0.115,0.124,-0.009
Norris, Daniel,596057,2019,6,3,0.167,0.194,-0.027,0.167,0.206,-0.039,0.145,0.175,-0.03
Koch, Matt,571863,2019,6,1,0,0.01,-0.01,0,0.016,-0.016,0,0.011,-0.011
Miley, Wade,489119,2019,6,4,0,0.062,-0.062,0,0.07,-0.07,0.138,0.175,-0.037
Ciuffo, Nick,624419,2019,6,3,0.167,0.158,0.009,0.167,0.177,-0.01,0.145,0.148,-0.003
Tomas, Yasmany,630111,2019,6,2,0,0.088,-0.088,0,0.089,-0.089,0,0.063,-0.063
Tinoco, Jesus,622786,2019,6,2,0.2,0.051,0.149,0.2,0.054,0.146,0.174,0.045,0.129
Andriese, Matt,542882,2019,6,3,0,0.069,-0.069,0,0.067,-0.067,0,0.057,-0.057
Tomlin, Josh,458708,2019,6,3,0,0.126,-0.126,0,0.135,-0.135,0,0.112,-0.112
Porcello, Rick,519144,2019,6,4,0,0.028,-0.028,0,0.046,-0.046,0,0.023,-0.023
Wright, Kyle,657140,2019,6,2,0,0.032,-0.032,0,0.036,-0.036,0,0.031,-0.031
Nova, Ivan,467100,2019,5,1,0,0.13,-0.13,0,0.138,-0.138,0,0.115,-0.115
Guerra, Javy,457915,2019,5,3,0,0.123,-0.123,0,0.148,-0.148,0,0.12,-0.12
Brach, Brad,542960,2019,5,4,0.25,0.435,-0.185,0.25,0.513,-0.263,0.218,0.409,-0.191
Suarez, Ranger,624133,2019,5,3,0.25,0.043,0.207,0.25,0.043,0.207,0.218,0.034,0.184
Holmes, Clay,605280,2019,5,1,0,0.015,-0.015,0,0.015,-0.015,0,0.013,-0.013
Allen, Logan,663531,2019,5,4,0.25,0.195,0.055,0.25,0.224,0.026,0.318,0.289,0.029
Alzolay, Adbert,640470,2019,5,3,0,0.102,-0.102,0,0.112,-0.112,0,0.092,-0.092
Noesi, Hector,456051,2019,5,2,0.25,0.065,0.185,0.25,0.08,0.17,0.218,0.064,0.154
Bailey, Homer,456701,2019,5,4,0.4,0.348,0.052,0.4,0.405,-0.005,0.348,0.32,0.028
Almonte, Yency,622075,2019,5,2,0,0.118,-0.118,0,0.202,-0.202,0,0.13,-0.13
Bieber, Shane,669456,2019,5,2,0,0.034,-0.034,0,0.039,-0.039,0,0.032,-0.032
Chen, Wei-Yin,612672,2019,5,1,0,0.056,-0.056,0,0.069,-0.069,0,0.054,-0.054
Marrero, Deven,571918,2019,5,2,0,0.204,-0.204,0,0.232,-0.232,0,0.19,-0.19
Bolanos, Ronald,671790,2019,5,1,0,0.09,-0.09,0,0.093,-0.093,0,0.076,-0.076
Adduci, Jim,451192,2019,5,2,0,0.077,-0.077,0,0.085,-0.085,0,0.083,-0.083
Bassitt, Chris,605135,2019,5,3,0,0.201,-0.201,0,0.232,-0.232,0,0.186,-0.186
Berrios, Jose,621244,2019,5,0,0,,,0,,,0.138,0.138,0
McFarland, T.J.,519008,2019,5,2,0,0,0,0,0,0,0,0,0
Gibson, Kyle,502043,2019,4,2,0,0,0,0,0,0,0.345,0.345,0
Duffy, Danny,518633,2019,4,2,0.25,0.067,0.183,0.25,0.069,0.181,0.218,0.063,0.155
Pineda, Michael,501381,2019,4,3,0,0.118,-0.118,0,0.138,-0.138,0,0.11,-0.11
Jackson, Drew,623515,2019,4,2,0,0.062,-0.062,0,0.063,-0.063,0.173,0.213,-0.04
Gagnon, Drew,543193,2019,4,4,0.333,0.462,-0.129,0.333,0.611,-0.278,0.29,0.447,-0.157
DuRapau, Montana,657566,2019,4,2,0.25,0.071,0.179,0.25,0.084,0.166,0.218,0.068,0.15
Stratton, Chris,608717,2019,4,2,0,0.038,-0.038,0,0.043,-0.043,0,0.026,-0.026
Marvel, James,621086,2019,4,2,0,0.078,-0.078,0,0.108,-0.108,0,0.075,-0.075
Erlin, Robbie,572362,2019,4,4,0,0.052,-0.052,0,0.054,-0.054,0,0.044,-0.044
Davis, Johnny,643275,2019,4,2,0.25,0.243,0.007,0.75,0.293,0.457,0.382,0.23,0.152
Urquidy, Jose,664353,2019,4,1,0,0.055,-0.055,0,0.06,-0.06,0,0.052,-0.052
Brooks, Aaron,605156,2019,4,3,0,0.094,-0.094,0,0.092,-0.092,0,0.077,-0.077
Haggerty, Sam,664059,2019,4,1,0,0.005,-0.005,0,0.008,-0.008,0,0.006,-0.006
Font, Wilmer,521655,2019,4,2,0.333,0.097,0.236,0.333,0.106,0.227,0.29,0.086,0.204
Cabrera, Genesis,650893,2019,4,0,0,,,0,,,0,0,0
Hess, David,605276,2019,4,3,0,0.174,-0.174,0,0.192,-0.192,0,0.157,-0.157
Maton, Phil,664208,2019,4,2,0.25,0.163,0.087,0.25,0.18,0.07,0.218,0.149,0.069
Lopez, Reynaldo,625643,2019,4,1,0,0.003,-0.003,0,0.003,-0.003,0,0.003,-0.003
Happ, J.A.,457918,2019,4,4,0,0.054,-0.054,0,0.054,-0.054,0,0.022,-0.022
Cueto, Johnny,456501,2019,4,1,0,0.003,-0.003,0,0.003,-0.003,0,0.003,-0.003
Giolito, Lucas,608337,2019,4,1,0.25,0.213,0.037,0.25,0.244,0.006,0.218,0.195,0.023
Mazza, Chris,607391,2019,3,2,0,0.058,-0.058,0,0.057,-0.057,0,0.048,-0.048
Vincent, Nick,543883,2019,3,0,0,,,0,,,0,0,0
Suarez, Andrew,605498,2019,3,2,0,0.145,-0.145,0,0.148,-0.148,0,0.145,-0.145
McGowin, Kyle,641851,2019,3,3,0.333,0.293,0.04,0.333,0.369,-0.036,0.29,0.282,0.008
Kelly, Joe,523260,2019,3,1,0,0,0,0,0,0,0,0,0
Sadler, Casey,594987,2019,3,2,0,0.127,-0.127,0,0.172,-0.172,0,0.122,-0.122
Odorizzi, Jake,543606,2019,3,3,0,0.54,-0.54,0,0.668,-0.668,0,0.516,-0.516
Cahill, Trevor,502239,2019,3,2,0.333,0.232,0.101,0.333,0.429,-0.096,0.29,0.277,0.013
Nelson, Jimmy,519076,2019,3,0,0,,,0,,,0,0,0
Oswalt, Corey,621261,2019,3,2,0,0,0,0,0,0,0,0.041,-0.041
Perez, Martin,527048,2019,3,1,0,0.047,-0.047,0,0.052,-0.052,0,0.045,-0.045
Wilkerson, Aaron,658792,2019,3,2,0.333,0.163,0.17,1.333,0.487,0.846,0.647,0.262,0.385
Richards, Garrett,572070,2019,3,2,0,0.038,-0.038,0,0.038,-0.038,0,0.033,-0.033
Stewart, Brock,592779,2019,3,3,0.333,0.298,0.035,0.667,0.377,0.29,0.406,0.287,0.119
Skaggs, Tyler,572140,2019,3,1,0,0.041,-0.041,0,0.038,-0.038,0.23,0.252,-0.022
Ryan, Kyle,594986,2019,3,1,0,0.286,-0.286,0,0.377,-0.377,0.23,0.418,-0.188
Menez, Conner,669214,2019,3,3,0,0.06,-0.06,0,0.067,-0.067,0,0.053,-0.053
Means, John,607644,2019,3,2,1,0.045,0.955,1,0.043,0.957,0.78,0.364,0.416
Doolittle, Sean,448281,2019,3,1,0,0.018,-0.018,0,0.023,-0.023,0,0.018,-0.018
Markel, Parker,571917,2019,3,2,0,0.058,-0.058,0,0.064,-0.064,0,0.055,-0.055
Thornton, Trent,663423,2019,3,3,0.667,0.539,0.128,0.667,0.576,0.091,0.58,0.482,0.098
Grace, Matt,594840,2019,3,0,0,,,0,,,0,0,0
Hernandez, Felix,433587,2019,3,1,0,0.05,-0.05,0,0.055,-0.055,0,0.046,-0.046
Waguespack, Jacob,621097,2019,3,0,0,,,0,,,0.23,0.23,0
Parsons, Wes,641149,2019,3,0,0,,,0,,,0.23,0.23,0
Gallegos, Giovanny,606149,2019,3,2,0,0.083,-0.083,0,0.086,-0.086,0,0.074,-0.074
Guerra, Junior,448855,2019,3,1,0.333,0.045,0.288,0.333,0.045,0.288,0.29,0.035,0.255
Sabathia, CC,282332,2019,3,1,0,0.158,-0.158,0,0.243,-0.243,0,0.164,-0.164
Beeks, Jalen,656222,2019,3,1,0,0.032,-0.032,0,0.026,-0.026,0,0.023,-0.023
Cashner, Andrew,488768,2019,3,3,0,0.11,-0.11,0,0.118,-0.118,0,0.093,-0.093
Helsley, Ryan,664854,2019,3,1,0.333,0.022,0.311,0.333,0.021,0.312,0.29,0.019,0.271
Gant, John,607231,2019,3,1,0,0.023,-0.023,0,0.058,-0.058,0,0.031,-0.031
Miller, Shelby,571946,2019,3,0,0,,,0,,,0.46,0.46,0
Jackson, Edwin,429719,2019,3,1,0,0.189,-0.189,0,0.202,-0.202,0,0.164,-0.164
Civale, Aaron,650644,2019,2,1,0,0.114,-0.114,0,0.115,-0.115,0,0.099,-0.099
Price, David,456034,2019,2,1,0.5,0.071,0.429,0.5,0.112,0.388,0.435,0.114,0.321
Junis, Jakob,596001,2019,2,2,0,0.131,-0.131,0,0.141,-0.141,0,0.117,-0.117
Suter, Brent,608718,2019,2,1,0,0.076,-0.076,0,0.091,-0.091,0,0.089,-0.089
Avila, Pedro,658648,2019,2,2,0,0.215,-0.215,0,0.232,-0.232,0,0.2,-0.2
Sherfy, Jimmie,642073,2019,2,0,0,,,0,,,0,0,0
Montas, Frankie,593423,2019,2,1,0,0.142,-0.142,0,0.139,-0.139,0.345,0.403,-0.058
Flexen, Chris,623167,2019,2,2,0.5,0.429,0.071,0.5,0.473,0.027,0.435,0.381,0.054
Sparkman, Glenn,642098,2019,2,2,0,0.227,-0.227,0,0.245,-0.245,0,0.201,-0.201
Chavez, Jesse,445926,2019,2,1,0.5,0.394,0.106,0.5,0.447,0.053,0.435,0.362,0.073
Ferguson, Caleb,657571,2019,2,2,0.5,0.156,0.344,1,0.169,0.831,0.609,0.154,0.455
Hart, Donnie,643354,2019,2,1,0,0.024,-0.024,0,0.025,-0.025,0,0.021,-0.021
Covey, Dylan,592229,2019,2,1,0,0.028,-0.028,0,0.031,-0.031,0,0.025,-0.025
Ramirez, Yefry,606162,2019,2,2,0,0.18,-0.18,0,0.218,-0.218,0,0.172,-0.172
Sandoval, Patrick,663776,2019,2,0,0,,,0,,,0,0,0
Carpenter, Ryan,543001,2019,2,1,0,0.021,-0.021,0,0.018,-0.018,0,0.015,-0.015
Iglesias, Raisel,628452,2019,2,1,0,0.058,-0.058,0,0.058,-0.058,0,0.04,-0.04
Eovaldi, Nathan,543135,2019,2,1,0,0.066,-0.066,0,0.07,-0.07,0,0.061,-0.061
Smith, Will,519293,2019,2,2,1,0.852,0.148,1,0.957,0.043,0.87,0.778,0.092
Swanson, Erik,657024,2019,2,1,0,0.071,-0.071,0,0.079,-0.079,0,0.068,-0.068
Morton, Charlie,450203,2019,2,0,0,,,0,,,0,0,0
Floro, Dylan,571670,2019,2,1,0,0.038,-0.038,0,0.038,-0.038,0,0.033,-0.033
LeBlanc, Wade,453281,2019,2,1,,,,,,,0.69,0.69,0
Lopez, Jorge,605347,2019,2,2,0,0.638,-0.638,0,0.707,-0.707,0,0.587,-0.587
Sheffield, Justus,656954,2019,2,0,0,,,0,,,0,0,0
Clevinger, Mike,605182,2019,2,1,0,0.038,-0.038,0,0.038,-0.038,0,0.033,-0.033
Santana, Dennis,642701,2019,2,2,0.5,0.478,0.022,0.5,0.52,-0.02,0.435,0.423,0.012
Mengden, Daniel,596043,2019,2,0,0,,,0,,,0,0,0
Sanchez, Aaron,592717,2019,2,2,0,0.295,-0.295,0,0.393,-0.393,0,0.286,-0.286
Bundy, Dylan,605164,2019,2,0,0,,,0,,,0,0,0
Detwiler, Ross,446321,2019,2,1,0,0.114,-0.114,0,0.118,-0.118,0,0.098,-0.098
Kikuchi, Yusei,579328,2019,2,1,0,0,0,0,0,0,0,0,0
Allard, Kolby,663465,2019,2,2,0,0.051,-0.051,0,0.104,-0.104,0,0.059,-0.059
Lynn, Lance,458681,2019,2,0,0,,,0,,,0,0,0
Hader, Josh,623352,2019,2,1,0,0.038,-0.038,0,0.04,-0.04,0,0.033,-0.033
Sobotka, Chad,656977,2019,2,0,0,,,0,,,0,0,0
Glasnow, Tyler,607192,2019,2,1,0,0.174,-0.174,0,0.174,-0.174,0,0.152,-0.152
Nicasio, Juan,504379,2019,2,1,0,0.145,-0.145,0,0.157,-0.157,0,0.133,-0.133
Wieck, Brad,623364,2019,2,1,0,0.028,-0.028,0,0.025,-0.025,0,0.022,-0.022
Vazquez, Felipe,553878,2019,2,2,0,0.133,-0.133,0,0.136,-0.136,0,0.111,-0.111
Chirinos, Yonny,630023,2019,2,0,0,,,0,,,0,0,0
Walding, Mitch,605520,2019,2,0,0,,,0,,,0,0,0
Canning, Griffin,656288,2019,2,1,0,0.045,-0.045,0,0.047,-0.047,0,0.038,-0.038
Soto, Gregory,642397,2019,2,2,1,0.639,0.361,1,0.731,0.269,0.87,0.587,0.283
Barria, Jaime,642545,2019,2,1,0,0.013,-0.013,0,0.013,-0.013,0,0.005,-0.005
Eshelman, Tom,664045,2019,2,2,0,0.001,-0.001,0,0.002,-0.002,0,0.002,-0.002
Cishek, Steve,518553,2019,2,2,0,0.154,-0.154,0,0.153,-0.153,0,0.125,-0.125
Escobar, Luis,650813,2019,2,1,0,0.084,-0.084,0,0.106,-0.106,0,0.085,-0.085
Verlander, Justin,434378,2019,2,1,0,0.021,-0.021,0,0.034,-0.034,0,0.026,-0.026
Cuevas, Noel,571595,2019,2,2,0,0.079,-0.079,0,0.109,-0.109,0,0.1,-0.1
Suarez, Jose,660761,2019,2,1,0,0.038,-0.038,0,0.031,-0.031,0,0.027,-0.027
Sampson, Adrian,592716,2019,2,1,0,0.111,-0.111,0,0.104,-0.104,0,0.09,-0.09
Hughes, Jared,453172,2019,2,1,0,0.001,-0.001,0,0,0,0,0,0
Boyd, Matthew,571510,2019,2,1,0.5,0.243,0.257,0.5,0.282,0.218,0.435,0.227,0.208
Romano, Sal,607219,2019,2,1,0,0.061,-0.061,0,0.073,-0.073,0,0.076,-0.076
Barrera, Tres,668663,2019,2,2,0,0.101,-0.101,0,0.122,-0.122,0,0.095,-0.095
Plutko, Adam,592644,2019,2,1,0,0.078,-0.078,0,0.077,-0.077,0,0.063,-0.063
Zimmermann, Jordan,519455,2019,2,0,0,,,0,,,0,0,0
Milone, Tommy,543548,2019,2,1,0,0.047,-0.047,0,0.063,-0.063,0,0.062,-0.062
Pena, Felix,570240,2019,2,2,0,0.068,-0.068,0,0.081,-0.081,0,0.066,-0.066
Liriano, Francisco,434538,2019,2,1,1,0.118,0.882,1,0.163,0.837,0.78,0.43,0.35
Jackson, Jay,543351,2019,2,0,0,,,0,,,0,0,0
Garcia, Yimi,554340,2019,2,1,0,0.038,-0.038,0,0.038,-0.038,0,0.033,-0.033
Green, Chad,643338,2019,1,0,0,,,0,,,0,0,0
Bradley, Archie,605151,2019,1,0,0,,,0,,,0,0,0
Sewald, Paul,623149,2019,1,1,0,0.308,-0.308,0,0.371,-0.371,0,0.301,-0.301
Brantly, Rob,542963,2019,1,0,0,,,0,,,0,0,0
Diaz, Miguel,622766,2019,1,0,0,,,0,,,0,0,0
Gsellman, Robert,607229,2019,1,0,,,,,,,0.69,0.69,0
Reyes, Gerardo,622103,2019,1,0,0,,,0,,,0,0,0
Hudson, Joe,621529,2019,1,0,0,,,0,,,0,0,0
Drake, Oliver,543118,2019,1,1,1,0.36,0.64,1,0.386,0.614,0.87,0.317,0.553
Luciano, Elvis,672773,2019,1,0,0,,,0,,,0,0,0
Underwood Jr., Duane,621249,2019,1,0,0,,,0,,,0,0,0
Garcia, Rico,670329,2019,1,0,0,,,0,,,0,0,0
Pagan, Emilio,641941,2019,1,0,0,,,0,,,0,0,0
Lyons, Tyler,544928,2019,1,1,0,0.04,-0.04,0,0.04,-0.04,0,0.03,-0.03
Oberg, Scott,623184,2019,1,0,0,,,0,,,0,0,0
Dominguez, Seranthony,622554,2019,1,0,0,,,0,,,0,0,0
Martinez, Carlos,593372,2019,1,0,0,,,0,,,0,0,0
Carle, Shane,641438,2019,1,0,0,,,0,,,0,0,0
Petit, Yusmeiro,433589,2019,1,1,0,0.231,-0.231,0,0.259,-0.259,0,0.231,-0.231
Plesac, Zach,668676,2019,1,1,,,,,,,,,
Dunn, Justin,643290,2019,1,0,0,,,0,,,0,0,0
Adams, Austin,613534,2019,1,0,0,,,0,,,0,0,0
Williams, Devin,642207,2019,1,0,0,,,0,,,0,0,0
Conley, Adam,543045,2019,1,1,0,0.14,-0.14,0,0.171,-0.171,0,0.126,-0.126
Williams, Taylor,592865,2019,1,0,0,,,0,,,0,0,0
Allen, Cody,592102,2019,1,0,0,,,0,,,0,0,0
Cozens, Dylan,622226,2019,1,1,0,0.06,-0.06,0,0.066,-0.066,0,0.067,-0.067
Wisler, Matt,605538,2019,1,1,0,0.198,-0.198,0,0.198,-0.198,0,0.169,-0.169
Velazquez, Hector,584171,2019,1,0,0,,,0,,,0,0,0
Anderson, Tanner,664196,2019,1,0,0,,,0,,,0,0,0
Kluber, Corey,446372,2019,1,0,0,,,0,,,0,0,0
Webb, Jacob,657097,2019,1,0,0,,,0,,,0,0,0
Gustave, Jandel,594311,2019,1,0,0,,,0,,,0,0,0
Chargois, JT,608638,2019,1,0,0,,,0,,,0,0,0
Brebbia, John,605154,2019,1,1,1,0.955,0.045,1,1.004,-0.004,0.87,0.845,0.025
Osich, Josh,592612,2019,1,1,,,,,,,,,
Davis, Rookie,606959,2019,1,1,0,0.082,-0.082,0,0.096,-0.096,0,0.084,-0.084
Suero, Wander,593833,2019,1,0,0,,,0,,,0,0,0
Kuhnel, Joel,669270,2019,1,1,0,0.06,-0.06,0,0.086,-0.086,0,0.063,-0.063
Kinley, Tyler,641755,2019,1,0,0,,,0,,,0,0,0
Norwood, James,656803,2019,1,1,0,0.348,-0.348,0,0.386,-0.386,0,0.313,-0.313
Morejon, Adrian,670970,2019,1,0,0,,,0,,,0,0,0
Elias, Roenis,606273,2019,1,1,0,0.05,-0.05,0,0.054,-0.054,0,0.045,-0.045
Jurado, Ariel,642558,2019,1,0,0,,,0,,,0,0,0
Castillo, Diego,650895,2019,1,0,0,,,0,,,0,0,0
Bowman, Matt,621199,2019,1,1,0,0.34,-0.34,0,0.386,-0.386,0,0.321,-0.321
Johnson, Brian,598271,2019,1,0,0,,,0,,,0,0,0
Reid-Foley, Sean,656887,2019,1,0,0,,,0,,,0,0,0
Hammer, JD,670456,2019,1,1,0,0.122,-0.122,0,0.136,-0.136,0,0.114,-0.114
De Los Santos, Enyel,660853,2019,1,0,0,,,0,,,0,0,0
Brigham, Jeff,656257,2019,1,0,0,,,0,,,0,0,0
Jansen, Kenley,445276,2019,1,0,0,,,0,,,0,0,0
Stephenson, Robert,596112,2019,1,0,0,,,0,,,0,0,0
Quijada, Jose,650671,2019,1,0,0,,,0,,,0,0,0
Smith, Burch,572143,2019,1,0,0,,,0,,,0,0,0
Ramirez, Nick,598286,2019,1,0,0,,,0,,,0,0,0
Walden, Marcus,519393,2019,1,0,0,,,0,,,0,0,0
Barnes, Matt,598264,2019,1,0,0,,,0,,,0,0,0
Mella, Keury,622492,2019,1,0,0,,,0,,,0,0,0
Wojciechowski, Asher,592879,2019,1,0,0,,,0,,,0,0,0
Alaniz, R.J.,595798,2019,1,1,1,0.905,0.095,1,1.018,-0.018,0.87,0.831,0.039
Parker, Blake,453284,2019,1,0,0,,,0,,,0,0,0
Walker, Jeremy,668683,2019,1,1,0,0.062,-0.062,0,0.075,-0.075,0,0.056,-0.056
Rosario, Randy,600968,2019,1,1,0,0.108,-0.108,0,0.086,-0.086,0,0.073,-0.073
Cessa, Luis,570666,2019,1,0,0,,,0,,,0,0,0
Howard, Sam,607572,2019,1,0,0,,,0,,,0,0,0
Tanaka, Masahiro,547888,2019,1,1,0,0.094,-0.094,0,0.126,-0.126,0,0.135,-0.135
Rainey, Tanner,663432,2019,1,0,0,,,0,,,0,0,0
Mayers, Mike,594577,2019,1,0,0,,,0,,,0,0,0
Jeffress, Jeremy,502026,2019,1,0,0,,,0,,,0,0,0
Neris, Hector,593576,2019,1,0,0,,,0,,,0,0,0
Garcia, Jarlin,606424,2019,1,0,0,,,0,,,0,0,0
Winkler, Dan,595465,2019,1,1,,,,,,,,,
Carasiti, Matt,571539,2019,1,1,0,0.142,-0.142,0,0.157,-0.157,0,0.135,-0.135
Reed, Cody,642003,2019,1,0,0,,,0,,,0,0,0
Shreve, Chasen,592741,2019,1,0,,,,,,,0.69,0.69,0
Cordero, Jimmy,622772,2019,1,1,,,,,,,,,
Anderson, Drew,623454,2019,1,0,0,,,0,,,0,0,0
Pruitt, Austin,643493,2019,1,0,0,,,0,,,0,0,0
Gott, Trevor,641627,2019,1,1,0,0.588,-0.588,0,0.75,-0.75,0,0.576,-0.576
Lugo, Seth,607625,2019,1,1,1,0.682,0.318,1,0.707,0.293,0.87,0.598,0.272
Blach, Ty,621389,2019,1,0,0,,,0,,,0,0,0
Stammen, Craig,489334,2019,1,0,0,,,0,,,0,0,0
Payano, Pedro,622797,2019,1,0,0,,,0,,,0,0,0
Zeuch, T.J.,643615,2019,1,0,0,,,0,,,0,0,0
Fulmer, Carson,608334,2019,1,1,0,0.402,-0.402,0,0.4,-0.4,0,0.335,-0.335
