last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Bauer, Trevor,545333,2019,911,557,.230,.227,.003,.429,.406,.023,.316,.311,.005,4.48,4.26,0.22
Lynn, Lance,458681,2019,875,562,.243,.232,.011,.390,.381,.009,.294,.288,.006,3.67,3.61,0.06
Gonzales, Marco,594835,2019,866,657,.264,.258,.006,.422,.414,.008,.311,.312,-.001,3.99,4.29,-0.30
Minor, Mike,501985,2019,863,588,.244,.233,.011,.395,.394,.001,.301,.299,.002,3.59,3.91,-0.32
Bieber, Shane,669456,2019,859,554,.230,.246,-.016,.393,.427,-.034,.280,.300,-.020,3.28,3.94,-0.66
Rodriguez, Eduardo,593958,2019,859,564,.253,.230,.023,.391,.380,.011,.307,.294,.013,3.81,3.78,0.03
Nola, Aaron,605400,2019,852,532,.233,.236,-.003,.393,.395,-.002,.304,.307,-.003,3.87,4.14,-0.27
Verlander, Justin,434378,2019,847,498,.172,.189,-.017,.361,.355,.006,.243,.249,-.006,2.58,2.68,-0.10
Bumgarner, Madison,518516,2019,844,587,.245,.255,-.010,.426,.456,-.030,.300,.316,-.016,3.90,4.41,-0.51
Berrios, Jose,621244,2019,842,587,.251,.246,.005,.404,.417,-.013,.300,.303,-.003,3.68,4.03,-0.35
Strasburg, Stephen,544931,2019,841,524,.210,.212,-.002,.349,.339,.010,.265,.266,-.001,3.32,3.06,0.26
Alcantara, Sandy,645261,2019,838,598,.241,.246,-.005,.397,.426,-.029,.308,.322,-.014,3.88,4.60,-0.72
Leake, Mike,502190,2019,835,671,.286,.299,-.013,.506,.520,-.014,.341,.354,-.013,4.29,5.70,-1.41
Corbin, Patrick,571578,2019,835,524,.227,.230,-.003,.375,.416,-.041,.285,.304,-.019,3.25,4.05,-0.80
Wheeler, Zack,554430,2019,828,580,.258,.250,.008,.391,.400,-.009,.294,.298,-.004,3.96,3.89,0.07
Syndergaard, Noah,592789,2019,824,567,.256,.234,.022,.410,.366,.044,.301,.280,.021,4.28,3.41,0.87
Cole, Gerrit,543037,2019,817,440,.186,.184,.002,.343,.317,.026,.246,.238,.008,2.50,2.45,0.05
Greinke, Zack,425844,2019,810,589,.228,.242,-.014,.364,.390,-.026,.263,.282,-.019,2.93,3.46,-0.53
Lopez, Reynaldo,625643,2019,809,567,.278,.260,.018,.491,.471,.020,.349,.337,.012,5.38,5.09,0.29
Nova, Ivan,467100,2019,806,635,.303,.294,.009,.483,.472,.011,.351,.347,.004,4.72,5.44,-0.72
deGrom, Jacob,594798,2019,804,498,.207,.209,-.002,.323,.327,-.004,.250,.253,-.003,2.43,2.77,-0.34
Morton, Charlie,450203,2019,790,481,.215,.220,-.005,.340,.340,.000,.270,.275,-.005,3.05,3.28,-0.23
Boyd, Matthew,571510,2019,788,491,.247,.227,.020,.465,.415,.050,.320,.297,.023,4.56,3.86,0.70
Castillo, Luis,622491,2019,780,469,.202,.208,-.006,.343,.330,.013,.277,.277,.000,3.40,3.33,0.07
Kelly, Merrill,518876,2019,777,558,.260,.275,-.015,.447,.497,-.050,.319,.344,-.025,4.42,5.33,-0.91
Stroman, Marcus,573186,2019,774,555,.257,.249,.008,.384,.375,.009,.300,.294,.006,3.22,3.78,-0.56
Flaherty, Jack,656427,2019,772,479,.192,.217,-.025,.335,.364,-.029,.254,.278,-.024,2.75,3.36,-0.61
Junis, Jakob,596001,2019,771,537,.276,.274,.002,.468,.482,-.014,.340,.345,-.005,5.24,5.37,-0.13
Porcello, Rick,519144,2019,768,573,.278,.265,.013,.483,.489,-.006,.338,.337,.001,5.52,5.09,0.43
Mikolas, Miles,571945,2019,764,576,.272,.279,-.007,.449,.453,-.004,.319,.328,-.009,4.16,4.79,-0.63
Lester, Jon,452657,2019,764,542,.294,.282,.012,.470,.462,.008,.344,.340,.004,4.46,5.19,-0.73
Tanaka, Masahiro,547888,2019,759,568,.261,.265,-.004,.450,.437,.013,.314,.316,-.002,4.45,4.41,0.04
Hudson, Dakota,641712,2019,757,526,.245,.263,-.018,.403,.421,-.018,.316,.334,-.018,3.35,4.99,-1.64
Teheran, Julio,527054,2019,754,494,.229,.240,-.011,.389,.413,-.024,.310,.323,-.013,3.81,4.63,-0.82
Fiers, Mike,571666,2019,754,566,.243,.266,-.023,.408,.466,-.058,.303,.335,-.032,3.90,5.02,-1.12
Ray, Robbie,592662,2019,747,422,.234,.231,.003,.441,.430,.011,.323,.321,.002,4.34,4.57,-0.23
Quintana, Jose,500779,2019,745,544,.282,.275,.007,.440,.433,.007,.321,.324,-.003,4.68,4.66,0.02
Wainwright, Adam,425794,2019,745,520,.273,.265,.008,.440,.433,.007,.330,.327,.003,4.19,4.76,-0.57
Anderson, Brett,474463,2019,743,600,.265,.287,-.022,.408,.480,-.072,.308,.344,-.036,3.89,5.33,-1.44
Samardzija, Jeff,502188,2019,740,545,.225,.254,-.029,.411,.472,-.061,.289,.326,-.037,3.52,4.73,-1.21
Buehler, Walker,621111,2019,737,478,.223,.229,-.006,.368,.368,.000,.270,.275,-.005,3.26,3.28,-0.02
Perez, Martin,527048,2019,737,532,.279,.248,.031,.439,.386,.053,.334,.304,.030,5.12,4.05,1.07
Darvish, Yu,506433,2019,731,435,.213,.223,-.010,.411,.397,.014,.294,.295,-.001,3.98,3.80,0.18
Hendricks, Kyle,543294,2019,730,538,.249,.255,-.006,.397,.400,-.003,.291,.297,-.006,3.46,3.86,-0.40
Ryu, Hyun-Jin,547943,2019,723,532,.234,.253,-.019,.359,.373,-.014,.263,.281,-.018,2.32,3.43,-1.11
Roark, Tanner,543699,2019,722,499,.275,.278,-.003,.467,.475,-.008,.340,.345,-.005,4.35,5.37,-1.02
Marquez, German,608566,2019,721,506,.259,.268,-.009,.441,.456,-.015,.311,.324,-.013,4.76,4.66,0.10
Kikuchi, Yusei,579328,2019,721,549,.295,.281,.014,.539,.476,.063,.368,.344,.024,5.46,5.33,0.13
Miley, Wade,489119,2019,720,513,.254,.247,.007,.406,.385,.021,.311,.304,.007,3.98,4.05,-0.07
Musgrove, Joe,605397,2019,718,512,.254,.251,.003,.437,.422,.015,.309,.305,.004,4.44,4.08,0.36
Sanchez, Anibal,434671,2019,712,516,.236,.255,-.019,.406,.425,-.019,.296,.313,-.017,3.85,4.32,-0.47
Keller, Brad,641745,2019,709,508,.247,.263,-.016,.381,.421,-.040,.307,.330,-.023,4.19,4.86,-0.67
Gray, Sonny,543243,2019,708,428,.196,.212,-.016,.325,.355,-.030,.265,.284,-.019,2.87,3.51,-0.64
Gibson, Kyle,502043,2019,706,482,.275,.270,.005,.443,.438,.005,.333,.331,.002,4.84,4.89,-0.05
Kershaw, Clayton,477132,2019,706,472,.222,.241,-.019,.394,.404,-.010,.281,.294,-.013,3.03,3.78,-0.75
Giolito, Lucas,608337,2019,705,416,.205,.215,-.010,.373,.366,.007,.275,.280,-.005,3.41,3.41,0.00
Eflin, Zach,621107,2019,705,522,.268,.260,.008,.452,.429,.023,.325,.315,.010,4.13,4.38,-0.25
Fried, Max,608331,2019,702,476,.270,.254,.016,.419,.383,.036,.315,.297,.018,4.02,3.86,0.16
Soroka, Mike,647336,2019,701,510,.236,.264,-.028,.340,.395,-.055,.272,.304,-.032,2.68,4.05,-1.37
Bundy, Dylan,605164,2019,700,474,.256,.241,.015,.462,.406,.056,.329,.309,.020,4.79,4.20,0.59
DeSclafani, Anthony,543101,2019,696,476,.238,.238,.000,.422,.413,.009,.300,.301,-.001,3.89,3.97,-0.08
Bailey, Homer,456701,2019,696,490,.256,.267,-.011,.403,.419,-.016,.307,.318,-.011,4.57,4.47,0.10
Scherzer, Max,453286,2019,693,409,.222,.206,.016,.371,.338,.033,.269,.254,.015,2.92,2.79,0.13
Matz, Steven,571927,2019,691,479,.260,.256,.004,.454,.450,.004,.325,.322,.003,4.21,4.60,-0.39
Lucchesi, Joey,664192,2019,686,470,.233,.235,-.002,.405,.397,.008,.298,.299,-.001,4.18,3.91,0.27
Happ, J.A.,457918,2019,678,482,.258,.258,.000,.469,.461,.008,.329,.327,.002,4.91,4.76,0.15
Thornton, Trent,663423,2019,676,462,.259,.260,-.001,.439,.432,.007,.325,.327,-.002,4.84,4.76,0.08
Davies, Zach,605200,2019,672,516,.256,.282,-.026,.416,.470,-.054,.310,.341,-.031,3.55,5.23,-1.68
Odorizzi, Jake,543606,2019,658,423,.234,.234,.000,.371,.400,-.029,.289,.300,-.011,3.51,3.94,-0.43
Turnbull, Spencer,605513,2019,656,435,.267,.258,.009,.413,.422,-.009,.329,.329,.000,4.61,4.82,-0.21
Lauer, Eric,641778,2019,651,457,.268,.248,.020,.430,.420,.010,.321,.311,.010,4.45,4.26,0.19
Vargas, Jason,450306,2019,649,456,.249,.242,.007,.424,.440,-.016,.318,.322,-.004,4.51,4.60,-0.09
Smith, Caleb,592761,2019,646,412,.223,.228,-.005,.454,.460,-.006,.315,.321,-.006,4.52,4.57,-0.05
Means, John,607644,2019,637,472,.234,.240,-.006,.417,.425,-.008,.295,.305,-.010,3.60,4.08,-0.48
Gray, Jon,592351,2019,637,427,.259,.269,-.010,.437,.426,.011,.323,.325,-.002,3.84,4.69,-0.85
Williams, Trevor,592866,2019,636,472,.284,.277,.007,.513,.484,.029,.351,.343,.008,5.38,5.30,0.08
Cashner, Andrew,488768,2019,636,466,.253,.268,-.015,.418,.469,-.051,.317,.345,-.028,4.68,5.37,-0.69
Paxton, James,572020,2019,633,390,.242,.228,.014,.423,.387,.036,.310,.295,.015,3.82,3.80,0.02
Maeda, Kenta,628317,2019,624,400,.202,.216,-.014,.371,.345,.026,.274,.274,.000,4.04,3.26,0.78
Hamels, Cole,430935,2019,617,409,.260,.257,.003,.406,.422,-.016,.317,.326,-.009,3.81,4.73,-0.92
Bassitt, Chris,605135,2019,612,411,.229,.235,-.006,.394,.394,.000,.299,.304,-.005,3.81,4.05,-0.24
Sale, Chris,519242,2019,612,344,.221,.217,.004,.412,.384,.028,.294,.285,.009,4.40,3.54,0.86
Norris, Daniel,596057,2019,610,443,.275,.266,.009,.473,.475,-.002,.334,.333,.001,4.49,4.96,-0.47
Sparkman, Glenn,642098,2019,606,478,.296,.293,.003,.527,.518,.009,.364,.364,.000,6.02,6.08,-0.06
Sanchez, Aaron,592717,2019,605,410,.278,.266,.012,.457,.438,.019,.353,.343,.010,5.89,5.30,0.59
Pineda, Michael,501381,2019,600,427,.253,.258,-.005,.430,.445,-.015,.301,.312,-.011,4.01,4.29,-0.28
Lyles, Jordan,543475,2019,599,397,.243,.233,.010,.454,.426,.028,.321,.308,.013,4.15,4.17,-0.02
Arrieta, Jake,453562,2019,594,426,.283,.266,.017,.448,.449,-.001,.339,.334,.005,4.64,4.99,-0.35
German, Domingo,593334,2019,594,397,.228,.247,-.019,.442,.448,-.006,.305,.316,-.011,4.03,4.41,-0.38
Anderson, Chase,502624,2019,592,410,.240,.250,-.010,.449,.427,.022,.320,.321,-.001,4.21,4.57,-0.36
Senzatela, Antonio,622608,2019,582,445,.313,.296,.017,.506,.470,.036,.373,.356,.017,6.71,5.77,0.94
Richards, Trevor,670950,2019,580,392,.249,.242,.007,.422,.415,.007,.316,.314,.002,4.06,4.35,-0.29
Paddack, Chris,663978,2019,568,378,.204,.217,-.013,.380,.383,-.003,.268,.275,-.007,3.33,3.28,0.05
Yarbrough, Ryan,642232,2019,563,416,.228,.258,-.030,.383,.395,-.012,.273,.293,-.020,4.13,3.75,0.38
Sampson, Adrian,592716,2019,563,417,.302,.300,.002,.568,.543,.025,.382,.373,.009,5.89,6.45,-0.56
Wacha, Michael,608379,2019,561,400,.290,.279,.011,.503,.490,.013,.360,.354,.006,4.76,5.70,-0.94
Mahle, Tyler,641816,2019,556,387,.266,.256,.010,.457,.439,.018,.326,.318,.008,5.14,4.47,0.67
Duffy, Danny,518633,2019,555,386,.251,.266,-.015,.438,.470,-.032,.323,.342,-.019,4.34,5.26,-0.92
Lopez, Jorge,605347,2019,548,387,.286,.272,.014,.513,.512,.001,.360,.359,.001,6.33,5.89,0.44
Jurado, Ariel,642558,2019,541,420,.304,.298,.006,.526,.517,.009,.362,.365,-.003,5.81,6.12,-0.31
LeBlanc, Wade,453281,2019,532,408,.291,.282,.009,.534,.494,.040,.359,.344,.015,5.71,5.33,0.38
Chirinos, Yonny,630023,2019,530,385,.225,.260,-.035,.414,.458,-.044,.286,.321,-.035,3.85,4.57,-0.72
Archer, Chris,502042,2019,526,324,.249,.265,-.016,.461,.480,-.019,.334,.347,-.013,5.19,5.44,-0.25
Beede, Tyler,595881,2019,523,359,.271,.266,.005,.462,.474,-.012,.339,.343,-.004,5.08,5.30,-0.22
Velasquez, Vince,592826,2019,516,333,.263,.252,.011,.499,.466,.033,.347,.334,.013,4.91,4.99,-0.08
Smyly, Drew,592767,2019,514,337,.278,.264,.014,.558,.517,.041,.379,.360,.019,6.24,5.93,0.31
Brault, Steven,643230,2019,505,344,.265,.265,.000,.438,.444,-.006,.338,.340,-.002,5.16,5.19,-0.03
Zimmermann, Jordan,519455,2019,504,391,.311,.310,.001,.526,.535,-.009,.363,.371,-.008,6.91,6.36,0.55
Clevinger, Mike,605182,2019,499,291,.209,.206,.003,.331,.344,-.013,.261,.264,-.003,2.71,3.02,-0.31
Woodruff, Brandon,605540,2019,493,315,.240,.237,.003,.357,.367,-.010,.281,.284,-.003,3.62,3.51,0.11
Foltynewicz, Mike,592314,2019,491,347,.244,.260,-.016,.460,.459,.001,.319,.329,-.010,4.54,4.82,-0.28
Strahm, Matt,621381,2019,487,340,.267,.263,.004,.477,.479,-.002,.326,.326,.000,4.71,4.73,-0.02
Keuchel, Dallas,572971,2019,487,348,.265,.268,-.003,.426,.429,-.003,.327,.332,-.005,3.75,4.92,-1.17
Brooks, Aaron,605156,2019,482,356,.271,.270,.001,.493,.481,.012,.348,.345,.003,5.65,5.37,0.28
Ynoa, Gabriel,593679,2019,480,384,.280,.286,-.006,.536,.535,.001,.354,.358,-.004,5.61,5.85,-0.24
Plesac, Zach,668676,2019,475,344,.237,.279,-.042,.437,.480,-.043,.315,.347,-.032,3.81,5.44,-1.63
Freeland, Kyle,607536,2019,472,353,.296,.291,.005,.554,.508,.046,.372,.361,.011,6.73,5.97,0.76
Chacin, Jhoulys,468504,2019,470,318,.280,.273,.007,.521,.479,.042,.365,.353,.012,6.01,5.66,0.35
Lopez, Pablo,641154,2019,469,336,.261,.260,.001,.435,.435,.000,.318,.321,-.003,5.09,4.57,0.52
Sabathia, CC,282332,2019,468,318,.265,.242,.023,.512,.416,.096,.351,.311,.040,4.95,4.26,0.69
Beeks, Jalen,656222,2019,464,326,.281,.274,.007,.435,.447,-.012,.337,.340,-.003,4.31,5.19,-0.88
Plutko, Adam,592644,2019,462,354,.267,.270,-.003,.488,.461,.027,.333,.326,.007,4.86,4.73,0.13
Houser, Adrian,605288,2019,462,303,.244,.226,.018,.399,.352,.047,.302,.281,.021,3.72,3.43,0.29
Price, David,456034,2019,458,295,.258,.245,.013,.441,.425,.016,.319,.308,.011,4.28,4.17,0.11
Pomeranz, Drew,519141,2019,455,270,.261,.234,.027,.467,.418,.049,.340,.315,.025,4.85,4.38,0.47
Cahill, Trevor,502239,2019,455,329,.273,.274,-.001,.537,.477,.060,.364,.347,.017,5.98,5.44,0.54
Milone, Tommy,543548,2019,453,334,.241,.250,-.009,.485,.473,.012,.313,.319,-.006,4.76,4.50,0.26
Gausman, Kevin,592332,2019,451,300,.282,.260,.022,.454,.451,.003,.332,.327,.005,5.72,4.76,0.96
Quantrill, Cal,615698,2019,443,323,.260,.264,-.004,.430,.435,-.005,.311,.318,-.007,5.16,4.47,0.69
Snell, Blake,605483,2019,441,253,.241,.205,.036,.391,.327,.064,.301,.264,.037,4.29,3.02,1.27
Rodriguez, Dereck,605446,2019,439,330,.271,.285,-.014,.492,.480,.012,.347,.349,-.002,5.64,5.51,0.13
Anderson, Shaun,641312,2019,427,317,.291,.298,-.007,.461,.480,-.019,.345,.354,-.009,5.44,5.70,-0.26
Pivetta, Nick,601713,2019,421,289,.278,.271,.007,.516,.472,.044,.359,.349,.010,5.38,5.51,-0.13
Lambert, Peter,663567,2019,420,321,.321,.299,.022,.571,.484,.087,.395,.359,.036,7.25,5.89,1.36
Heaney, Andrew,571760,2019,409,254,.251,.244,.007,.454,.440,.014,.325,.320,.005,4.91,4.53,0.38
Pena, Felix,570240,2019,407,266,.219,.254,-.035,.402,.439,-.037,.298,.327,-.029,4.58,4.76,-0.18
Godley, Zack,643327,2019,407,289,.271,.278,-.007,.469,.479,-.010,.347,.358,-.011,5.97,5.85,0.12
Montgomery, Mike,543557,2019,402,294,.315,.316,-.001,.535,.531,.004,.383,.384,-.001,4.95,6.91,-1.96
Montas, Frankie,593423,2019,394,264,.230,.233,-.003,.364,.359,.005,.276,.276,.000,2.63,3.31,-0.68
Gaviglio, Sam,543208,2019,392,278,.235,.239,-.004,.434,.436,-.002,.301,.306,-.005,4.61,4.11,0.50
Canning, Griffin,656288,2019,384,250,.235,.221,.014,.431,.403,.028,.312,.299,.013,4.58,3.91,0.67
Peacock, Brad,502748,2019,383,251,.227,.224,.003,.427,.408,.019,.306,.302,.004,4.12,4.00,0.12
Peralta, Freddy,642547,2019,382,228,.257,.232,.025,.457,.418,.039,.333,.309,.024,5.29,4.20,1.09
Holland, Derek,502706,2019,376,245,.258,.238,.020,.497,.489,.008,.356,.347,.009,6.08,5.44,0.64
Suarez, Jose,660761,2019,375,260,.304,.274,.030,.565,.478,.087,.394,.356,.038,7.11,5.77,1.34
Stripling, Ross,548389,2019,370,255,.244,.232,.012,.413,.376,.037,.294,.278,.016,3.47,3.36,0.11
Clarke, Taylor,664199,2019,369,265,.263,.264,-.001,.550,.516,.034,.361,.354,.007,5.31,5.70,-0.39
Urena, Jose,570632,2019,369,279,.293,.283,.010,.473,.468,.005,.342,.339,.003,5.21,5.16,0.05
Gonzalez, Gio,461829,2019,366,251,.234,.254,-.020,.397,.426,-.029,.304,.324,-.020,3.50,4.66,-1.16
Hess, David,605276,2019,365,265,.287,.304,-.017,.609,.607,.002,.390,.397,-.007,7.09,7.50,-0.41
Barria, Jaime,642545,2019,365,261,.275,.270,.005,.572,.520,.052,.370,.353,.017,6.42,5.66,0.76
Wojciechowski, Asher,592879,2019,361,244,.248,.247,.001,.483,.484,-.001,.339,.341,-.002,4.92,5.23,-0.31
Font, Wilmer,521655,2019,357,229,.242,.226,.016,.488,.419,.069,.330,.304,.026,4.48,4.05,0.43
Hernandez, Elieser,622694,2019,353,233,.242,.209,.033,.503,.391,.112,.340,.290,.050,5.03,3.67,1.36
Young, Alex,622065,2019,349,247,.229,.251,-.022,.413,.436,-.023,.298,.316,-.018,3.56,4.41,-0.85
Ramirez, Nick,598286,2019,348,238,.247,.245,.002,.425,.419,.006,.313,.314,-.001,4.07,4.35,-0.28
Stratton, Chris,608717,2019,344,242,.300,.273,.027,.506,.442,.064,.366,.333,.033,5.57,4.96,0.61
Guerra, Junior,448855,2019,344,227,.194,.222,-.028,.351,.382,-.031,.275,.300,-.025,3.55,3.94,-0.39
Cessa, Luis,570666,2019,343,234,.246,.229,.017,.433,.371,.062,.317,.295,.022,4.11,3.80,0.31
Lorenzen, Michael,547179,2019,343,228,.221,.225,-.004,.355,.344,.011,.277,.277,.000,2.92,3.33,-0.41
Carrasco, Carlos,471911,2019,341,227,.288,.264,.024,.542,.494,.048,.356,.330,.026,5.29,4.86,0.43
Stammen, Craig,489334,2019,339,249,.251,.239,.012,.433,.389,.044,.298,.281,.017,3.29,3.43,-0.14
Chavez, Jesse,445926,2019,337,238,.267,.277,-.010,.463,.479,-.016,.331,.342,-.011,4.85,5.26,-0.41
Jackson, Edwin,429719,2019,336,249,.351,.311,.040,.686,.585,.101,.449,.402,.047,9.58,7.74,1.84
Skaggs, Tyler,572140,2019,335,227,.242,.267,-.025,.381,.429,-.048,.297,.326,-.029,4.29,4.73,-0.44
Waguespack, Jacob,621097,2019,335,238,.249,.271,-.022,.439,.466,-.027,.325,.346,-.021,4.38,5.41,-1.03
Gallen, Zac,668678,2019,334,198,.212,.215,-.003,.355,.362,-.007,.287,.293,-.006,2.81,3.75,-0.94
Fedde, Erick,607200,2019,334,258,.276,.307,-.031,.451,.507,-.056,.339,.374,-.035,4.50,6.49,-1.99
Hendriks, Liam,521230,2019,332,185,.201,.185,.016,.309,.305,.004,.237,.229,.008,1.80,2.27,-0.47
Valdez, Framber,664285,2019,329,213,.267,.253,.014,.419,.369,.050,.342,.323,.019,5.86,4.63,1.23
Stanek, Ryne,592773,2019,327,199,.214,.225,-.011,.382,.417,-.035,.293,.316,-.023,3.97,4.41,-0.44
Peters, Dillon,596071,2019,327,241,.290,.285,.005,.570,.516,.054,.381,.361,.020,5.38,5.97,-0.59
Walden, Marcus,519393,2019,327,214,.213,.242,-.029,.341,.359,-.018,.280,.302,-.022,3.81,4.00,-0.19
Cease, Dylan,656302,2019,326,208,.271,.245,.026,.486,.425,.061,.353,.323,.030,5.79,4.63,1.16
Urias, Julio,628711,2019,326,209,.201,.209,-.008,.324,.324,.000,.263,.267,-.004,2.49,3.09,-0.60
Pannone, Thomas,623381,2019,325,219,.255,.255,.000,.455,.471,-.016,.335,.348,-.013,6.16,5.48,0.68
Yamamoto, Jordan,657141,2019,325,202,.191,.230,-.039,.355,.383,-.028,.281,.309,-.028,4.46,4.20,0.26
Hernandez, Felix,433587,2019,325,237,.291,.289,.002,.551,.531,.020,.378,.371,.007,6.40,6.36,0.04
Chatwood, Tyler,543022,2019,324,208,.232,.263,-.031,.354,.367,-.013,.302,.321,-.019,3.76,4.57,-0.81
Agrazal, Dario,642607,2019,321,252,.283,.280,.003,.497,.480,.017,.354,.347,.007,4.91,5.44,-0.53
Tomlin, Josh,458708,2019,320,262,.267,.271,-.004,.463,.467,-.004,.308,.312,-.004,3.74,4.29,-0.55
Castro, Miguel,612434,2019,319,207,.232,.216,.016,.386,.358,.028,.303,.294,.009,4.66,3.78,0.88
McHugh, Collin,543521,2019,317,201,.221,.234,-.013,.432,.403,.029,.309,.307,.002,4.70,4.14,0.56
Bradley, Archie,605151,2019,317,189,.246,.246,.000,.371,.382,-.011,.311,.318,-.007,3.52,4.47,-0.95
Hoffman, Jeff,656546,2019,315,209,.283,.281,.002,.588,.546,.042,.390,.379,.011,6.56,6.70,-0.14
Jackson, Luke,592426,2019,315,181,.266,.209,.057,.402,.347,.055,.311,.268,.043,3.84,3.11,0.73
Detwiler, Ross,446321,2019,315,239,.305,.303,.002,.571,.553,.018,.387,.384,.003,6.59,6.91,-0.32
Lugo, Seth,607625,2019,314,189,.192,.183,.009,.316,.318,-.002,.237,.234,.003,2.70,2.37,0.33
Lamet, Dinelson,659275,2019,313,173,.226,.217,.009,.409,.381,.028,.308,.296,.012,4.07,3.83,0.24
Shaw, Bryan,543766,2019,312,219,.251,.261,-.010,.465,.432,.033,.337,.334,.003,5.38,4.99,0.39
Andriese, Matt,542882,2019,310,200,.262,.229,.033,.425,.388,.037,.317,.293,.024,4.71,3.75,0.96
Barlow, Scott,605130,2019,310,178,.240,.228,.012,.397,.364,.033,.314,.302,.012,4.22,4.00,0.22
Buttrey, Ty,621142,2019,309,197,.247,.249,-.002,.376,.398,-.022,.298,.309,-.011,3.98,4.20,-0.22
Estevez, Carlos,608032,2019,308,203,.250,.240,.010,.450,.420,.030,.316,.303,.013,3.75,4.03,-0.28
Petit, Yusmeiro,433589,2019,308,227,.194,.216,-.022,.361,.401,-.040,.240,.271,-.031,2.71,3.18,-0.47
Chen, Wei-Yin,612672,2019,307,221,.311,.282,.029,.557,.497,.060,.378,.347,.031,6.59,5.44,1.15
Brebbia, John,605154,2019,304,187,.216,.210,.006,.333,.348,-.015,.271,.274,-.003,3.59,3.26,0.33
Hudson, Daniel,543339,2019,304,202,.210,.227,-.017,.363,.428,-.065,.277,.307,-.030,2.47,4.14,-1.67
Liriano, Francisco,434538,2019,302,200,.232,.230,.002,.382,.376,.006,.309,.308,.001,3.47,4.17,-0.70
Eovaldi, Nathan,543135,2019,302,194,.276,.240,.036,.510,.430,.080,.367,.332,.035,5.99,4.92,1.07
Leclerc, Jose,600917,2019,299,154,.209,.175,.034,.373,.288,.085,.306,.267,.039,4.33,3.09,1.24
Cortes Jr., Nestor,641482,2019,298,200,.281,.279,.002,.494,.490,.004,.353,.351,.002,5.67,5.59,0.08
Devenski, Chris,606965,2019,298,202,.256,.239,.017,.470,.417,.053,.327,.306,.021,4.83,4.11,0.72
